"Time Of Run In Seconds"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"01"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"02"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"03"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"04"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"05"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"06"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"07"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"08"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"09"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"10"
"11"
"11"
"11"
"11"
"11"
"11"
"11"
"11"
"11"
"11"
"11"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"12"
"13"
"13"
"13"
"13"
"13"
"13"
"13"
"13"
"13"
"14"
"14"
"14"
"14"
"14"
"15"
"15"
"15"
"15"
"15"
"15"
"16"
"16"
"16"
"16"
"16"
"16"
"16"
"16"
"17"
"17"
"17"
"18"
"18"
"18"
"18"
"18"
"19"
"19"
"19"
"19"
"20"
"20"
"20"
"21"
"21"
"21"
"21"
"21"
"22"
"22"
"22"
"22"
"23"
"23"
"23"
"23"
"23"
"25"
"26"
"26"
"26"
"26"
"26"
"27"
"28"
"29"
"31"
"33"
"34"
"35"
"38"
"38"
"39"
"39"
"40"
"42"
"47"
"48"
"59"
